BuildingType,PrimaryPropertyType,City,State,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Electricity(kWh)
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.68993,-122.30754,1988,4,76285,510653.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.68984,-122.30826,1990,3,46873,253225.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67723,-122.29126,1965,2,62900,109108.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,4,NORTHEAST,47.67602,-122.29059,1998,3,23937,199693.5
NonResidential,Worship Facility,Seattle,WA,98115.0,4,NORTHEAST,47.67738,-122.28996,1957,2,22220,60978.80078
SPS-District K-12,K-12 School,Seattle,WA,98115.0,5,NORTHEAST,47.69054,-122.29705,1955,1,46732,220895.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66963,-122.37771,2000,6,86992,1059638.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98107.0,6,NORTHWEST,47.67015,-122.36011,1959,2,26211,85084.20313
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.549,-122.31701,1914,2,28260,364336.3125
NonResidential,Mixed Use Property,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54437,-122.30863,1962,1,44700,495302.4063
NonResidential,Warehouse,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54137,-122.33051,1976,1,44100,474477.1875
NonResidential,Distribution Center,Seattle,WA,98108.0,2,GREATER DUWAMISH,47.54113,-122.32633,1965,1,27800,258090.5938
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.60932,-122.33388,1910,11,321945,815006.875
NonResidential,Warehouse,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.55436,-122.33631,2001,1,46340,751466.5
Campus,Other,Seattle,WA,98155.0,2,GREATER DUWAMISH,47.54134,-122.30529,1994,1,22800,104929.7969
Multifamily LR (1-4),Mixed Use Property,Seattle,WA,98144.0,3,CENTRAL,47.6019,-122.31379,2005,4,22852,164224.5938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98122.0,3,CENTRAL,47.60191,-122.31438,1910,3,38460,429269.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98136.0,1,SOUTHWEST,47.55728,-122.38725,2003,6,86955,546528.375
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63018,-122.34261,2003,11,286408,1849332.25
Multifamily LR (1-4),Mixed Use Property,Seattle,WA,98116.0,1,SOUTHWEST,47.5822,-122.38542,2002,4,20214,513800.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.58458,-122.38677,1992,4,21888,160044.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98104.0,2,DOWNTOWN,47.59696,-122.32412,2002,7,66849,556333.5
NonResidential,Worship Facility,Seattle,WA,98103.0,6,NORTHWEST,47.68576,-122.35481,1922,2,21022,40416.89844
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98115.0,1,SOUTHWEST,47.57775,-122.41425,1926,4,30240,199089.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61783,-122.35538,1991,5,59440,506689.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.59364,-122.38392,1978,4,22445,133703.7969
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.58898,-122.39418,1989,4,45878,282678.4063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98103.0,1,SOUTHWEST,47.5909,-122.39207,1995,5,37824,212693.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.58445,-122.39933,1976,4,38765,192448.2969
SPS-District K-12,K-12 School,Seattle,WA,98116.0,1,SOUTHWEST,47.5773,-122.4074,1954,2,51489,219894.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66091,-122.39778,2002,4,26815,169737.2969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56511,-122.37268,2007,5,22529,87865.39844
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,EAST,47.61258,-122.32846,1991,8,148474,547794.375
NonResidential,Distribution Center,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.51127,-122.281,1967,1,48001,173968.2031
NonResidential,Warehouse,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.51399,-122.27946,1979,1,26380,149008.2031
NonResidential,Warehouse,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.51018,-122.28192,1969,1,37351,374109.5
NonResidential,Warehouse,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.51127,-122.281,1981,1,30375,101367.7031
NonResidential,Warehouse,Seattle,WA,98118.0,2,GREATER DUWAMISH,47.51104,-122.28245,1979,1,30004,108233.1016
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.57144,-122.3864,1990,3,21991,174723.2031
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61598,-122.35149,2004,13,120405,861340.5
NonResidential,Other,Seattle,WA,98115.0,4,NORTHEAST,47.68541,-122.27097,1928,3,39971,1054630.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98107.0,6,LAKE UNION,47.65439,-122.35832,1988,4,23976,186386.7969
NonResidential,Worship Facility,Seattle,WA,98117.0,6,BALLARD,47.68164,-122.3753,1914,2,33589,32715.80078
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.66983,-122.37826,2004,6,169149,1157502.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.67046,-122.38173,1992,5,25368,158101.0938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98107.0,6,BALLARD,47.66587,-122.38476,1979,3,43500,942671.6875
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98107.0,6,BALLARD,47.67528,-122.40836,1978,2,28492,399753.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98107.0,6,BALLARD,47.6744,-122.40735,1963,3,22325,410702.0938
NonResidential,Restaurant,Seattle,WA,98107.0,6,BALLARD,47.67398,-122.40765,1977,3,22719,398159.0938
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61531,-122.33018,1928,14,50141,210606.2969
NonResidential,Laboratory,Seattle,WA,98101.0,7,DOWNTOWN,47.61597,-122.33086,1946,2,22588,2125318.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61783,-122.33134,1993,6,140049,621469.375
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,3,EAST,47.6157,-122.32846,1925,5,58954,188487.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61628,-122.32818,1916,5,37992,187486.2031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64036,-122.39992,2003,5,62876,283538.3125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62637,-122.32698,2006,4,40562,243106.2969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98012.0,3,EAST,47.62768,-122.32733,1910,5,40489,118737.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62702,-122.32696,1925,3,34800,256361.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62721,-122.32649,1928,3,28058,136106.4063
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61502,-122.35263,2003,13,106066,759641.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61419,-122.34354,1925,9,86560,905159.8125
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61498,-122.3438,1978,13,79235,1232953.875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61463,-122.34328,2001,6,142063,758533.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61687,-122.35376,1992,8,135433,1093982.625
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61678,-122.35317,1924,3,33400,136114.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61473,-122.35055,1994,7,85042,267077.5
SPS-District K-12,K-12 School,Seattle,WA,98122.0,3,CENTRAL,47.60842,-122.30093,1925,2,37327,212356.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62563,-122.35596,2000,3,37619,188210.2031
NonResidential,Retail Store,Seattle,WA,98144.0,3,DOWNTOWN,47.59692,-122.31543,1917,2,147545,1211462.625
Nonresidential COS,Other,Seattle,WA,98115.0,4,NORTH,47.68339,-122.31947,1923,2,21462,326607.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64675,-122.38242,1993,3,24178,156360.0938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98144.0,2,GREATER DUWAMISH,47.58035,-122.31563,1918,3,107518,537127.375
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.59429,-122.38843,1997,6,30720,177421.7969
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61706,-122.35141,1982,24,167941,626561.625
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.58998,-122.39312,1986,4,38970,239987.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98107.0,6,BALLARD,47.67113,-122.38687,1989,5,24648,167846.5938
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63854,-122.38733,1988,4,34270,186312.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.56586,-122.40854,1984,4,20837,113489.3984
SPS-District K-12,K-12 School,Seattle,WA,98103.0,6,NORTHWEST,47.68636,-122.3423,1930,2,47602,227970.7969
NonResidential,Other,Seattle,WA,98013.0,6,NORTHWEST,47.67713,-122.35398,1917,2,28072,56399.80078
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61564,-122.32592,1986,4,24864,180241.7969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61453,-122.34969,1990,5,39050,295239.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61492,-122.34957,1980,8,77800,723711.625
NonResidential,Restaurant,Seattle,WA,98121.0,7,DOWNTOWN,47.61468,-122.34925,1955,2,31020,358030.9063
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61402,-122.35016,1917,2,21600,364005.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.6158,-122.35126,1974,5,48505,561459.1875
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61503,-122.35378,2001,16,590869,2632832.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61612,-122.35268,2001,7,145275,777813.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61683,-122.35176,1942,3,64630,412746.5
NonResidential,Worship Facility,Seattle,WA,98121.0,7,DOWNTOWN,47.61636,-122.35094,1948,2,20920,83542.39844
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61543,-122.34967,1903,3,26640,330755.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,DOWNTOWN,47.61612,-122.34973,2009,7,40329,370405.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61532,-122.3493,1987,4,34880,270267.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.6134,-122.34683,1902,4,56776,202158.9063
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61245,-122.34836,1990,6,112676,690259.5
NonResidential,Worship Facility,Seattle,WA,98116.0,1,SOUTHWEST,47.57384,-122.41182,1926,2,22128,44931.30078
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98116.0,1,SOUTHWEST,47.5857,-122.39791,1973,4,26880,277540.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98103.0,6,LAKE UNION,47.661,-122.34839,1987,4,23098,148770.0
NonResidential,Retail Store,Seattle,WA,98133.0,5,NORTHWEST,47.72736,-122.34579,1968,1,48139,137280.9063
NonResidential,Other,Seattle,WA,98133.0,5,NORTHWEST,47.72777,-122.34503,2002,1,29924,0.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72841,-122.3469,1993,5,214388,1335058.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98133.0,5,NORTHWEST,47.72925,-122.34834,1990,4,43228,299811.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62127,-122.32509,1967,5,23231,166080.0
NonResidential,Worship Facility,Seattle,WA,98116.0,1,SOUTHWEST,47.56633,-122.38725,1949,2,21364,47544.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62774,-122.34319,1999,6,208125,123633.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61834,-122.32492,1923,6,39251,304197.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.61803,-122.32482,1992,5,44715,403999.3125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62528,-122.36366,1990,5,21715,134615.0938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62406,-122.33027,1994,7,62659,550901.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.62402,-122.32972,1916,3,56652,206436.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62548,-122.36166,1996,5,20798,189857.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98122.0,3,EAST,47.6172,-122.31456,1965,3,20296,163159.5938
Multifamily LR (1-4),Other,Seattle,WA,98121.0,7,DOWNTOWN,47.61294,-122.34638,1909,3,30700,0.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64791,-122.38246,1988,4,31537,244134.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62483,-122.32508,1980,5,48744,491938.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,LAKE UNION,47.6237,-122.33014,2010,5,23931,140744.2031
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64898,-122.35675,1999,4,39966,254464.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62181,-122.35701,1999,7,72763,700500.875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98134.0,2,GREATER DUWAMISH,47.58963,-122.31864,1980,4,59600,412264.9063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63099,-122.34658,1978,4,40948,201627.7031
NonResidential,University,Seattle,WA,98121.0,7,DOWNTOWN,47.61741,-122.33491,1992,2,28923,51221.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61775,-122.33551,1992,7,65210,387657.0
NonResidential,University,Seattle,WA,98121.0,7,DOWNTOWN,47.61789,-122.33573,1928,3,21600,69034.70313
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98101.0,7,EAST,47.61309,-122.32839,1925,3,21712,98205.79688
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,EAST,47.61378,-122.32875,1908,5,53232,346086.0
NonResidential,Retail Store,Seattle,WA,98105.0,4,NORTHEAST,47.6646,-122.29932,1996,1,25735,279512.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98105.0,4,NORTHEAST,47.6657,-122.3017,1984,4,57856,491064.0938
NonResidential,Retail Store,Seattle,WA,98105.0,4,NORTHEAST,47.66246,-122.29898,1956,2,25862,640540.125
NonResidential,Retail Store,Seattle,WA,98105.0,4,NORTHEAST,47.66246,-122.29898,2003,2,49965,951698.8125
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64385,-122.34899,1981,3,53698,298391.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98104.0,7,DOWNTOWN,47.60318,-122.33206,1911,6,23338,188762.2969
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98104.0,7,DOWNTOWN,47.60274,-122.33245,1900,6,39594,177188.0938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.6026,-122.33232,1929,2,20028,105526.1016
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98104.0,7,DOWNTOWN,47.60257,-122.33383,1906,10,65535,653927.3125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60247,-122.33372,1900,7,23622,123050.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60237,-122.33365,1902,3,23563,258850.4063
NonResidential,Mixed Use Property,Seattle,WA,98104.0,7,DOWNTOWN,47.60284,-122.33407,1903,3,28600,204504.2969
NonResidential,Mixed Use Property,Seattle,WA,98104.0,7,DOWNTOWN,47.60427,-122.33385,1978,2,26160,640685.3125
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60427,-122.33385,1906,5,26840,583026.625
NonResidential,Retail Store,Seattle,WA,98104.0,7,DOWNTOWN,47.60427,-122.33385,1906,2,46800,364943.5
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98104.0,7,DOWNTOWN,47.60431,-122.33335,1979,3,37350,604519.375
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61285,-122.34817,1908,3,28800,270780.6875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61358,-122.34656,1900,3,23015,236208.7031
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61396,-122.34609,2000,6,36676,443201.0938
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.6172,-122.34979,1954,3,28584,188650.0
NonResidential,Retail Store,Seattle,WA,98121.0,7,DOWNTOWN,47.61652,-122.34854,1931,2,26270,311870.0
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61595,-122.34756,1926,3,49800,699119.1875
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61519,-122.34674,1923,3,33440,125641.6016
NonResidential,Mixed Use Property,Seattle,WA,98121.0,7,DOWNTOWN,47.61543,-122.34651,1954,2,22616,122610.8984
NonResidential,Hotel,Seattle,WA,98121.0,7,DOWNTOWN,47.61471,-122.34525,1990,5,57800,403117.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61801,-122.34894,1994,6,69590,451658.5938
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61678,-122.34698,1990,26,321050,2431792.75
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61637,-122.34706,2000,7,192077,1068283.125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61534,-122.34515,2008,7,203940,1076337.75
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61558,-122.34496,1918,3,21284,117017.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98102.0,7,DOWNTOWN,47.61399,-122.34724,1908,5,48786,283909.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61458,-122.33527,2002,6,98222,374807.8125
NonResidential,Other,Seattle,WA,98101.0,7,DOWNTOWN,47.61319,-122.33695,1955,2,31890,544614.375
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98101.0,7,DOWNTOWN,47.61267,-122.33852,1925,2,30438,290556.3125
NonResidential,Restaurant,Seattle,WA,98101.0,7,DOWNTOWN,47.61332,-122.33904,1923,3,22381,386589.8125
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98101.0,7,DOWNTOWN,47.61487,-122.33748,2001,31,398513,3845287.5
NonResidential,Laboratory,Seattle,WA,98121.0,7,DOWNTOWN,47.61763,-122.35507,1926,4,49249,3181345.0
NonResidential,Retail Store,Seattle,WA,98121.0,7,DOWNTOWN,47.61812,-122.35509,1925,1,23562,77526.10156
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61792,-122.35484,1991,6,41030,227481.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98109.0,7,DOWNTOWN,47.61838,-122.35571,2002,6,41359,347451.8125
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61723,-122.35248,1989,5,188715,1123532.375
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.618,-122.35321,1925,3,23989,200744.7969
NonResidential,Medical Office,Seattle,WA,98121.0,7,DOWNTOWN,47.6146,-122.34217,1952,4,26670,455209.5938
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61496,-122.34188,1991,6,41834,306043.5
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61536,-122.34348,1922,3,34060,109155.0
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61513,-122.34223,1925,7,37300,326503.0
Nonresidential COS,Other,Seattle,WA,98121.0,7,DOWNTOWN,47.61607,-122.34449,1922,2,37740,498054.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.6165,-122.34512,1998,6,328947,2279957.25
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61706,-122.34624,2000,6,119764,1056203.0
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61724,-122.34594,1925,3,44736,154402.4063
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61768,-122.34695,1923,3,22400,217980.2031
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61768,-122.34716,1979,13,70200,1096985.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61809,-122.34697,1929,6,21840,127341.8984
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61789,-122.34658,1925,3,33880,117370.8984
Multifamily HR (10+),High-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61779,-122.34524,1949,18,326619,1696366.75
NonResidential,Small- and Mid-Sized Office,Seattle,WA,98121.0,7,DOWNTOWN,47.61768,-122.34139,1965,1,23752,167367.4063
NonResidential,Hotel,Seattle,WA,98121.0,7,DOWNTOWN,47.61822,-122.34132,1967,4,44416,438318.5938
NonResidential,Mixed Use Property,Seattle,WA,98121.0,7,DOWNTOWN,47.61634,-122.35385,2006,2,10925,665206.1875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61361,-122.34461,2002,8,34080,352984.6875
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61468,-122.34794,1994,8,224732,2270154.5
Multifamily MR (5-9),Mid-Rise Multifamily,Seattle,WA,98121.0,7,DOWNTOWN,47.61263,-122.34779,1914,6,62607,535702.625
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62059,-122.3244,1989,4,31702,75020.89844
Multifamily LR (1-4),Low-Rise Multifamily,Seattle,WA,98102.0,3,EAST,47.62589,-122.324,1930,3,29765,81661.60156
